min,cdn,p2p,bitrate,isp,value,cnt
1582007220,5,1,6000,海外,0,3
1582007220,3,0,0,电信,1,216
1582007220,5,1,4500,移动,6,258
1582007220,5,1,6000,联通,3,48
1582007220,5,0,0,电信,0,24
1582007220,5,1,4500,联通,1,174
1582007220,3,0,500,移动,6,69
1582007220,5,0,2500,联通,4,424
1582007220,3,0,2500,电信,22,293
1582007220,4,1,500,移动,1,1
1582007220,3,0,6000,移动,3,75
1582007220,3,1,500,电信,8,317
1582007220,3,1,500,海外,1,14
1582007220,3,0,4500,联通,0,118
1582007220,255,2,0,电信,0,3
1582007220,3,1,4500,电信,38,2146
1582007220,3,0,2500,移动,5,256
1582007220,3,1,500,联通,7,167
1582007220,5,1,500,电信,2,82
1582007220,5,0,6000,移动,0,15
1582007220,7,1,0,电信,0,1
1582007220,5,1,6000,小运营商,0,9
1582007220,5,0,0,联通,0,18
1582007220,3,1,2500,移动,50,2037
1582007220,3,0,4500,小运营商,0,15
1582007220,3,0,500,联通,1,41
1582007220,3,1,6000,移动,12,433
1582007220,5,1,4500,海外,3,9
1582007220,3,1,2500,未知,2,21
1582007220,3,0,0,小运营商,0,6
1582007220,3,0,500,电信,2,91
1582007220,3,0,4500,海外,0,5
1582007220,3,1,4500,联通,28,868
1582007220,5,1,2500,电信,10,342
1582007220,3,0,0,移动,1,164
1582007220,255,2,0,联通,0,2
1582007220,3,0,6000,电信,0,125
1582007220,3,0,2500,海外,0,6
1582007220,3,1,4500,海外,0,22
1582007220,5,0,2500,电信,2,34
1582007220,5,1,500,海外,0,6
1582007220,3,1,4500,未知,0,1
1582007220,3,1,6000,海外,0,6
1582007220,3,0,6000,海外,0,1
1582007220,3,0,4500,移动,6,195
1582007220,3,1,4500,移动,33,1636
1582007220,3,0,6000,小运营商,0,4
1582007220,3,1,6000,联通,5,332
1582007220,3,1,500,小运营商,2,25
1582007220,3,1,2500,海外,1,75
1582007220,5,0,500,联通,0,103
1582007220,5,1,4500,小运营商,0,37
1582007220,5,1,6000,移动,0,80
1582007220,5,1,4500,电信,9,344
1582007220,5,1,2500,小运营商,1,29
1582007220,5,0,500,电信,1,13
1582007220,5,1,2500,海外,0,21
1582007220,3,0,0,联通,2,70
1582007220,255,2,0,移动,0,3
1582007220,5,0,2500,移动,1,78
1582007220,3,1,500,未知,1,6
1582007220,3,0,6000,联通,1,62
1582007220,5,1,500,移动,3,181
1582007220,7,0,0,移动,0,1
1582007220,5,0,4500,联通,3,35
1582007220,5,0,0,移动,1,18
1582007220,3,1,2500,小运营商,4,124
1582007220,3,1,2500,电信,46,1803
1582007220,5,1,2500,联通,2,214
1582007220,3,0,-1,电信,0,1
1582007220,3,0,2500,联通,17,142
1582007220,3,0,2500,未知,0,3
1582007220,3,0,500,海外,0,6
1582007220,5,1,2500,移动,8,308
1582007220,5,0,6000,电信,0,31
1582007280,3,0,2500,电信,19,288
1582007280,3,1,2500,电信,37,1706
1582007280,3,0,4500,移动,8,209
1582007280,3,1,500,海外,0,22
1582007280,5,0,4500,移动,0,16
1582007280,3,1,500,联通,3,155
1582007280,3,0,500,联通,0,33
1582007280,3,0,6000,电信,0,121
1582007280,3,1,500,小运营商,0,24
1582007280,3,1,2500,移动,56,1886
1582007280,5,1,6000,海外,0,3
1582007280,3,0,6000,联通,1,59
1582007280,5,0,0,移动,0,18
1582007280,3,0,4500,小运营商,1,19
1582007280,3,0,500,电信,8,101
1582007280,255,2,0,电信,0,3
1582007280,5,1,6000,小运营商,0,9
1582007280,3,0,0,移动,2,167
1582007280,3,1,6000,海外,0,3
1582007280,3,1,4500,电信,37,2193
1582007280,3,1,6000,小运营商,0,20
1582007280,3,1,4500,海外,0,26
1582007280,5,1,500,联通,0,40
1582007280,5,1,2500,联通,2,205
1582007280,5,1,2500,海外,0,25
1582007280,7,0,4500,电信,0,1
1582007280,3,0,2500,小运营商,0,13
1582007280,3,1,2500,联通,8,825
1582007280,5,0,6000,联通,1,24
1582007280,3,0,4500,联通,4,115
1582007280,3,0,2500,海外,0,8
1582007280,3,0,6000,移动,2,72
1582007280,3,0,-1,移动,0,1
1582007280,3,0,2500,联通,21,146
1582007280,7,1,0,电信,0,1
1582007280,5,1,500,移动,1,172
1582007280,3,1,2500,海外,0,79
1582007280,5,0,4500,电信,0,17
1582007280,3,0,-1,电信,0,1
1582007280,255,0,4294967,联通,0,1
1582007280,3,1,0,电信,0,2
1582007280,3,0,6000,小运营商,0,5
1582007280,5,1,500,海外,0,6
1582007280,3,0,0,小运营商,0,6
1582007280,5,1,4500,电信,7,330
1582007280,3,0,4500,电信,6,215
1582007280,5,0,2500,联通,3,430
1582007280,3,0,500,海外,0,6
1582007280,5,0,500,联通,2,94
1582007280,5,1,4500,小运营商,0,33
1582007280,5,1,4500,移动,0,252
1582007280,5,0,0,联通,0,14
1582007280,3,0,0,电信,4,220
1582007280,3,1,500,电信,3,291
1582007280,5,0,6000,电信,0,20
1582007280,5,1,6000,联通,1,43
1582007280,5,0,0,电信,0,27
1582007280,3,1,500,移动,6,551
1582007280,5,0,2500,移动,1,67
1582007280,7,1,0,移动,0,1
1582007280,5,0,4500,联通,0,30
1582007280,255,0,4294967,电信,0,1
1582007280,5,1,2500,电信,9,320
1582007280,3,0,0,联通,2,69
1582007280,3,0,2500,移动,6,235
1582007280,5,1,2500,移动,6,279
1582007280,255,2,0,联通,0,2
1582007280,5,1,6000,电信,1,97
1582007280,3,1,500,未知,0,6
1582007280,3,1,4500,小运营商,0,127
1582007280,5,1,4500,海外,0,7
1582007280,5,1,500,电信,1,74
1582007280,5,0,500,电信,0,15
1582007280,5,0,6000,移动,0,16
1582007280,3,1,4500,联通,18,845
1582007280,5,1,6000,移动,4,82
1582007280,3,0,6000,海外,0,1
1582007280,5,0,500,移动,0,24
1582007280,255,2,0,移动,0,3
1582007280,5,1,4500,联通,2,182
1582007280,3,1,4500,移动,25,1608
1582007280,3,1,2500,未知,0,21
1582007280,3,1,6000,联通,6,314
1582007280,5,1,2500,小运营商,0,30
1582007280,3,0,2500,未知,0,2
1582007280,3,1,2500,小运营商,4,120
1582007280,5,0,2500,电信,3,33
1582007280,3,1,6000,电信,9,832
1582007280,3,0,500,移动,6,73
1582007280,3,1,6000,移动,8,433
1582007280,3,0,4500,海外,0,3
1582007340,3,1,500,海外,0,20
1582007340,3,0,2500,海外,0,9
1582007340,5,1,6000,电信,0,87
1582007340,255,2,0,电信,0,3
1582007340,255,2,0,移动,0,3
1582007340,5,1,500,小运营商,0,1
1582007340,5,1,500,电信,0,53
1582007340,3,0,6000,小运营商,0,5
1582007340,3,1,2500,联通,10,736
1582007340,3,1,6000,联通,5,312
1582007340,5,0,6000,联通,0,21
1582007340,5,1,6000,移动,0,65
1582007340,5,0,0,移动,0,17
1582007340,5,1,2500,海外,0,16
1582007340,5,0,0,联通,0,13
1582007340,3,1,500,小运营商,0,20
1582007340,3,1,4500,电信,29,2027
1582007340,255,2,0,联通,0,2
1582007340,5,0,500,电信,1,18
1582007340,5,1,2500,电信,5,298
1582007340,7,0,2500,联通,0,1
1582007340,3,1,4500,小运营商,2,121
1582007340,7,0,4500,电信,0,1
1582007340,5,0,2500,移动,4,57
1582007340,3,0,4500,联通,1,107
1582007340,3,0,2500,移动,6,189
1582007340,5,1,6000,联通,2,43
1582007340,4,1,500,移动,1,1
1582007340,3,1,6000,小运营商,1,19
1582007340,3,0,4500,海外,0,5
1582007340,5,1,2500,小运营商,0,30
1582007340,6,1,0,电信,1,1
1582007340,7,1,2500,移动,0,1
1582007340,3,1,4500,联通,13,715
1582007340,3,0,2500,联通,20,137
1582007340,3,0,4500,移动,8,191
1582007340,3,0,500,海外,0,6
1582007340,3,1,2500,移动,33,1709
1582007340,7,1,2500,联通,0,1
1582007340,3,1,500,未知,1,6
1582007340,5,1,4500,海外,2,8
1582007340,3,0,500,电信,6,97
1582007340,5,0,0,电信,0,25
1582007340,3,1,6000,移动,12,389
1582007340,5,1,2500,联通,7,186
1582007340,5,0,6000,移动,0,17
1582007340,3,0,0,联通,0,64
1582007340,5,0,500,联通,1,68
1582007340,3,1,500,联通,3,135
1582007340,3,1,2500,海外,0,78
1582007340,3,0,0,小运营商,0,6
1582007340,3,0,4500,电信,3,209
1582007340,5,0,2500,联通,26,356
1582007340,5,0,500,移动,0,24
1582007340,5,1,4500,小运营商,0,35
1582007340,3,1,2500,电信,29,1538
1582007340,3,0,2500,电信,25,266
1582007340,5,1,2500,移动,9,238
1582007340,3,1,6000,电信,13,770
1582007340,5,1,4500,移动,1,214
1582007340,5,1,4500,电信,10,300
1582007340,5,0,4500,联通,0,26
1582007340,3,1,0,移动,0,1
1582007340,7,0,0,联通,0,1
1582007340,3,0,500,移动,7,59
1582007340,5,0,2500,电信,5,35
1582007340,5,1,500,联通,0,34
1582007340,3,1,4500,移动,24,1386
1582007340,255,0,4294967,移动,0,1
1582007340,5,0,4500,移动,0,13
1582007340,3,0,6000,海外,0,2
1582007340,3,0,0,移动,7,148
1582007340,3,0,6000,电信,1,116
1582007340,3,1,0,联通,0,1
1582007340,5,1,6000,海外,0,3
1582007340,3,1,2500,未知,0,13
1582007340,3,1,4500,海外,0,29
1582007340,5,1,4500,联通,7,187
1582007340,5,0,4500,电信,0,13
1582007340,7,1,0,联通,0,1
1582007340,5,1,500,海外,0,6
1582007340,255,0,4294967,电信,0,1
1582007340,6,1,2500,联通,0,1
1582007340,3,0,2500,小运营商,0,10
1582007340,3,0,4500,小运营商,0,17
1582007340,5,1,6000,小运营商,0,9
1582007340,3,1,500,移动,4,468
1582007340,5,1,500,移动,0,132
1582007340,3,1,2500,小运营商,2,109
1582007340,3,0,0,电信,6,204
1582007340,3,0,500,联通,0,38
1582007340,3,1,500,电信,4,284
1582007340,5,0,6000,电信,0,28
1582007340,5,1,0,移动,0,1
1582007340,3,0,6000,移动,1,61
1582007340,3,0,6000,联通,0,57
1582007400,3,1,2500,移动,37,1602
1582007400,3,1,500,海外,0,17
1582007400,5,0,2500,电信,0,34
1582007400,3,0,0,小运营商,0,6
1582007400,5,1,4500,移动,10,225
1582007400,3,0,2500,移动,3,193
1582007400,5,1,500,小运营商,0,3
1582007400,5,1,2500,联通,13,176
1582007400,3,0,500,联通,0,39
1582007400,3,0,2500,海外,0,9
1582007400,5,1,500,移动,0,134
1582007400,5,1,4500,小运营商,0,33
1582007400,3,0,0,移动,1,141
1582007400,3,0,4500,联通,3,100
1582007400,5,1,0,电信,0,1
1582007400,255,2,0,联通,0,2
1582007400,5,0,4500,移动,0,14
1582007400,3,0,6000,小运营商,0,5
1582007400,3,0,2500,小运营商,2,11
1582007400,3,0,6000,移动,3,58
1582007400,5,1,6000,海外,0,3
1582007400,5,0,6000,联通,0,18
1582007400,5,1,2500,海外,0,13
1582007400,3,0,4500,小运营商,0,17
1582007400,3,0,2500,联通,17,141
1582007400,3,1,500,电信,8,275
1582007400,5,0,2500,联通,11,361
1582007400,5,0,6000,电信,0,17
1582007400,3,1,2500,联通,12,673
1582007400,255,2,0,电信,0,3
1582007400,3,1,4500,海外,0,24
1582007400,5,1,6000,联通,2,39
1582007400,3,1,4500,小运营商,1,117
1582007400,3,0,2500,电信,25,239
1582007400,3,1,2500,海外,0,66
1582007400,5,1,500,联通,0,37
1582007400,3,0,500,移动,9,64
1582007400,5,0,4500,电信,1,14
1582007400,3,1,6000,海外,0,2
1582007400,5,0,500,移动,0,24
1582007400,5,0,4500,联通,0,24
1582007400,5,1,6000,电信,3,88
1582007400,6,1,0,电信,0,1
1582007400,3,1,2500,未知,0,11
1582007400,3,0,4500,电信,11,209
1582007400,5,0,0,移动,0,18
1582007400,5,0,0,电信,0,24
1582007400,255,0,4294967,联通,0,1
1582007400,5,1,6000,小运营商,0,7
1582007400,3,1,6000,电信,17,724
1582007400,5,1,4500,海外,0,4
1582007400,5,1,6000,移动,3,57
1582007400,5,1,2500,电信,7,284
1582007400,5,0,500,电信,0,20
1582007400,3,0,6000,电信,0,105
1582007400,5,1,4500,电信,4,300
1582007400,5,1,500,海外,0,6
1582007400,3,0,6000,联通,0,51
1582007400,5,1,500,电信,3,51
1582007400,5,1,2500,移动,8,234
1582007400,5,0,6000,移动,0,16
1582007400,5,0,0,联通,0,12
1582007400,3,1,4500,未知,0,1
1582007400,5,0,0,小运营商,0,2
1582007400,3,0,500,电信,6,94
1582007400,3,0,0,电信,2,192
1582007400,5,1,4500,联通,6,172
1582007400,3,0,4500,移动,6,179
1582007400,3,1,500,小运营商,0,21
1582007400,3,0,500,海外,0,6
1582007400,5,0,2500,移动,5,49
1582007400,3,0,6000,海外,0,2
1582007400,3,1,4500,移动,22,1353
1582007400,3,1,4500,电信,31,1879
1582007400,3,1,6000,移动,7,356
1582007400,255,2,0,移动,0,3
1582007400,3,1,2500,小运营商,4,107
1582007400,3,1,6000,小运营商,1,14
1582007400,3,1,2500,电信,37,1474
1582007400,3,1,500,移动,11,455
1582007400,3,1,500,未知,0,6
1582007400,3,1,500,联通,2,132
1582007400,5,0,500,联通,0,61
1582007400,3,0,4500,海外,0,4
1582007400,5,1,2500,小运营商,3,31
1582007400,3,1,6000,联通,4,291
1582007400,3,0,0,联通,1,66
1582007400,3,1,4500,联通,7,696
1582007460,5,1,500,电信,3,54
1582007460,5,0,0,联通,0,14
1582007460,3,1,500,电信,8,276
1582007460,5,1,4500,联通,5,181
1582007460,7,0,0,移动,0,1
1582007460,5,1,4500,移动,5,226
1582007460,5,0,6000,移动,0,19
1582007460,5,0,0,小运营商,0,3
1582007460,3,1,0,联通,0,1
1582007460,3,0,2500,联通,14,132
1582007460,3,0,4500,海外,0,5
1582007460,3,0,2500,海外,0,6
1582007460,3,1,6000,移动,6,363
1582007460,3,0,500,电信,6,87
1582007460,3,1,500,小运营商,3,22
1582007460,3,0,6000,移动,3,57
1582007460,3,0,4500,联通,2,100
1582007460,5,0,6000,联通,0,19
1582007460,3,0,0,移动,0,150
1582007460,3,0,0,小运营商,0,6
1582007460,3,1,500,未知,0,3
1582007460,3,1,2500,电信,44,1591
1582007460,255,2,0,联通,0,3
1582007460,3,1,4500,电信,36,1858
1582007460,255,2,0,电信,0,3
1582007460,255,2,0,移动,0,3
1582007460,5,0,4500,移动,0,12
1582007460,5,1,2500,联通,7,199
1582007460,5,0,2500,电信,0,35
1582007460,3,0,2500,小运营商,1,11
1582007460,3,1,500,海外,0,16
1582007460,5,0,0,移动,1,18
1582007460,5,0,0,电信,0,26
1582007460,3,0,2500,电信,30,238
1582007460,3,1,4500,移动,33,1429
1582007460,3,1,6000,联通,7,308
1582007460,3,1,500,联通,8,137
1582007460,3,0,500,海外,0,6
1582007460,3,0,4500,电信,9,221
1582007460,3,0,6000,海外,0,1
1582007460,5,1,500,小运营商,0,3
1582007460,5,1,6000,联通,1,46
1582007460,3,0,500,联通,3,45
1582007460,3,1,4500,海外,0,28
1582007460,5,1,4500,海外,1,5
1582007460,5,0,4500,联通,1,24
1582007460,5,1,6000,移动,1,59
1582007460,5,1,2500,电信,10,356
1582007460,3,1,4500,联通,12,757
1582007460,3,1,2500,联通,17,796
1582007460,8,1,0,移动,1,1
1582007460,3,1,2500,小运营商,3,101
1582007460,5,1,0,移动,0,2
1582007460,5,0,2500,联通,7,394
1582007460,3,0,6000,联通,2,54
1582007460,3,1,6000,海外,0,4
1582007460,3,0,4500,移动,6,175
1582007460,3,0,0,联通,1,73
1582007460,5,1,2500,海外,0,22
1582007460,3,1,2500,未知,0,12
1582007460,5,0,500,电信,0,18
1582007460,5,1,6000,海外,0,3
1582007460,3,0,0,电信,1,198
1582007460,3,1,2500,海外,0,66
1582007460,3,0,500,移动,12,68
1582007460,5,0,4500,电信,0,16
1582007460,3,1,4500,未知,0,1
1582007460,3,1,6000,电信,15,736
1582007460,3,0,6000,电信,0,104
1582007460,5,1,2500,小运营商,1,30
1582007460,3,1,6000,小运营商,0,13
1582007460,5,1,4500,小运营商,0,30
1582007460,3,0,4500,小运营商,0,17
1582007460,3,1,500,移动,9,503
1582007460,3,1,4500,小运营商,5,134
1582007460,5,1,500,联通,0,42
1582007460,255,0,4294967,联通,0,1
1582007460,3,0,2500,移动,13,191
1582007460,5,0,6000,电信,0,16
1582007460,5,1,500,移动,3,131
1582007460,5,1,500,海外,0,6
1582007460,5,0,2500,移动,4,53
1582007460,5,1,2500,移动,10,272
1582007460,5,0,500,移动,1,23
1582007460,3,0,6000,小运营商,0,4
1582007460,7,1,2500,移动,0,1
1582007460,5,1,6000,小运营商,0,7
1582007460,5,1,6000,电信,0,98
1582007460,3,1,2500,移动,48,1776
1582007460,5,0,500,联通,2,71
1582007460,5,1,4500,电信,4,326
1582007520,5,1,500,移动,7,154
1582007520,255,2,0,电信,0,3
1582007520,3,1,0,小运营商,0,2
1582007520,3,0,4500,海外,0,5
1582007520,3,1,2500,未知,0,14
1582007520,5,1,500,电信,2,55
1582007520,3,1,6000,联通,5,315
1582007520,3,1,2500,海外,1,63
1582007520,5,0,500,联通,1,96
1582007520,5,0,6000,移动,0,14
1582007520,5,1,500,小运营商,0,3
1582007520,3,1,500,移动,14,545
1582007520,5,0,2500,电信,1,42
1582007520,3,1,4500,未知,0,4
1582007520,3,1,6000,小运营商,1,22
1582007520,3,0,0,移动,0,168
1582007520,5,1,2500,移动,11,327
1582007520,6,0,2500,电信,0,1
1582007520,3,1,4500,电信,39,2026
1582007520,3,1,2500,移动,38,2027
1582007520,3,0,4500,移动,8,182
1582007520,5,0,0,移动,2,11
1582007520,5,0,6000,电信,1,15
1582007520,5,1,0,电信,0,1
1582007520,5,1,4500,海外,0,5
1582007520,5,0,6000,联通,0,21
1582007520,3,1,4500,移动,38,1580
1582007520,3,1,500,未知,0,6
1582007520,5,1,6000,电信,4,109
1582007520,6,1,0,电信,0,1
1582007520,3,0,6000,小运营商,0,5
1582007520,5,1,4500,联通,3,207
1582007520,7,1,2500,电信,0,1
1582007520,5,1,2500,联通,7,220
1582007520,5,1,4500,移动,7,271
1582007520,5,1,4500,小运营商,0,28
1582007520,5,1,6000,移动,3,52
1582007520,5,1,500,联通,0,41
1582007520,3,0,4500,电信,4,233
1582007520,3,1,2500,小运营商,3,108
1582007520,3,1,4500,小运营商,3,146
1582007520,3,0,500,海外,2,9
1582007520,5,0,500,电信,0,20
1582007520,3,0,4500,联通,5,110
1582007520,6,1,0,移动,0,1
1582007520,5,0,500,移动,0,28
1582007520,3,0,2500,电信,25,280
1582007520,3,0,500,电信,5,94
1582007520,5,1,2500,电信,9,342
1582007520,3,1,0,电信,0,1
1582007520,3,0,6000,海外,0,2
1582007520,3,1,6000,移动,9,403
1582007520,5,1,0,移动,0,1
1582007520,255,2,0,移动,0,3
1582007520,5,0,0,电信,0,24
1582007520,5,0,4500,电信,3,18
1582007520,3,1,2500,联通,19,886
1582007520,5,0,0,联通,0,15
1582007520,255,0,4294967,联通,0,1
1582007520,5,1,6000,联通,2,54
1582007520,3,0,0,电信,0,213
1582007520,3,1,500,联通,8,153
1582007520,3,0,6000,联通,2,58
1582007520,3,0,0,小运营商,0,6
1582007520,3,0,6000,电信,0,110
1582007520,5,0,0,小运营商,0,3
1582007520,3,0,2500,未知,0,1
1582007520,3,0,4500,小运营商,0,26
1582007520,5,1,6000,海外,0,2
1582007520,3,0,2500,联通,14,151
1582007520,7,1,0,联通,0,1
1582007520,5,0,4500,移动,0,12
1582007520,3,1,500,电信,6,299
1582007520,3,0,0,联通,1,81
1582007520,7,0,2500,电信,0,1
1582007520,3,0,2500,移动,18,225
1582007520,5,0,4500,联通,0,37
1582007520,7,1,4500,海外,0,1
1582007520,3,1,2500,电信,49,1791
1582007520,5,1,500,海外,0,6
1582007520,3,0,500,联通,6,43
1582007520,5,0,2500,联通,4,486
1582007520,5,1,4500,电信,7,391
1582007520,3,1,500,海外,0,13
1582007520,3,0,2500,小运营商,0,12
1582007520,5,1,6000,小运营商,0,10
1582007520,5,0,2500,移动,0,58
1582007520,5,1,2500,小运营商,0,29
1582007520,3,1,4500,海外,0,28
1582007520,3,1,4500,联通,15,871
1582007520,3,1,6000,电信,14,747
1582007520,3,0,500,移动,9,62
1582007520,7,0,4500,移动,0,1
1582007520,7,1,0,电信,0,2
1582007520,5,1,2500,海外,0,21
1582007520,8,0,0,联通,0,1
1582007520,3,0,2500,海外,0,6
1582007520,3,1,500,小运营商,0,20
1582007520,255,2,0,联通,0,2
1582007520,3,0,6000,移动,2,60
1582007580,3,1,2500,未知,0,10
1582007580,5,1,2500,小运营商,2,28
1582007580,3,1,0,联通,0,1
1582007580,3,0,2500,电信,32,283
1582007580,3,0,500,海外,0,9
1582007580,3,0,2500,未知,0,3
1582007580,5,0,4500,移动,0,16
1582007580,3,1,4500,联通,17,883
1582007580,3,0,4500,电信,6,250
1582007580,5,1,6000,海外,0,3
1582007580,6,0,4500,联通,0,1
1582007580,5,1,2500,移动,7,335
1582007580,5,0,0,电信,0,22
1582007580,3,0,500,联通,5,54
1582007580,5,0,4500,联通,1,28
1582007580,5,1,4500,联通,6,198
1582007580,3,1,4500,小运营商,1,119
1582007580,5,0,2500,电信,4,54
1582007580,3,0,0,移动,2,169
1582007580,3,1,2500,移动,53,2112
1582007580,6,0,0,电信,0,1
1582007580,3,0,500,移动,7,57
1582007580,3,1,6000,电信,14,777
1582007580,3,0,6000,联通,0,70
1582007580,5,0,6000,电信,0,19
1582007580,5,1,500,移动,3,153
1582007580,8,0,4500,移动,0,1
1582007580,3,0,2500,小运营商,1,12
1582007580,255,2,0,联通,0,2
1582007580,3,0,0,联通,0,81
1582007580,5,1,500,联通,0,47
1582007580,5,0,0,移动,0,10
1582007580,3,1,500,小运营商,0,18
1582007580,5,0,0,小运营商,0,3
1582007580,3,0,6000,电信,0,106
1582007580,3,1,500,移动,11,574
1582007580,5,0,2500,联通,8,520
1582007580,5,1,6000,电信,2,122
1582007580,5,1,2500,联通,5,222
1582007580,5,1,6000,小运营商,0,9
1582007580,5,1,2500,海外,0,18
1582007580,5,1,6000,联通,1,51
1582007580,5,0,500,移动,2,30
1582007580,5,1,500,小运营商,0,7
1582007580,5,0,0,联通,0,19
1582007580,5,1,4500,海外,0,2
1582007580,255,0,4294967,联通,0,1
1582007580,3,1,500,联通,4,170
1582007580,3,1,4500,海外,1,29
1582007580,3,0,500,电信,6,105
1582007580,3,0,0,电信,1,218
1582007580,3,1,500,未知,0,8
1582007580,3,0,6000,移动,5,66
1582007580,3,0,2500,移动,25,231
1582007580,3,0,6000,海外,0,1
1582007580,5,0,2500,移动,3,60
1582007580,5,0,500,联通,0,115
1582007580,3,1,0,电信,0,1
1582007580,3,1,4500,移动,34,1603
1582007580,3,1,2500,小运营商,1,107
1582007580,7,1,0,电信,0,1
1582007580,5,1,4500,小运营商,2,27
1582007580,5,1,0,电信,0,1
1582007580,3,0,4500,海外,0,5
1582007580,3,1,500,电信,11,323
1582007580,5,1,2500,电信,10,367
1582007580,3,1,2500,联通,20,912
1582007580,3,0,4500,移动,3,186
1582007580,255,2,0,移动,0,3
1582007580,3,0,2500,海外,0,4
1582007580,3,1,4500,电信,53,2049
1582007580,3,1,6000,海外,0,2
1582007580,3,1,2500,海外,0,70
1582007580,3,1,500,海外,2,18
1582007580,5,0,6000,联通,0,23
1582007580,3,0,2500,联通,19,161
1582007580,5,0,500,电信,0,22
1582007580,5,1,500,海外,0,3
1582007580,3,0,4500,小运营商,1,27
1582007580,5,1,500,电信,4,56
1582007580,3,1,6000,小运营商,6,25
1582007580,5,1,4500,电信,13,371
1582007580,5,0,6000,移动,0,22
1582007580,5,1,4500,移动,12,295
1582007580,3,1,6000,联通,2,335
1582007580,255,2,0,电信,0,1
1582007580,3,1,6000,移动,7,406
1582007580,3,1,2500,电信,44,1893
1582007580,3,0,6000,小运营商,0,5
1582007580,3,0,500,小运营商,0,2
1582007580,3,0,4500,联通,3,118
1582007580,5,1,6000,移动,3,47
1582007580,3,0,0,小运营商,0,6
1582007580,5,0,4500,电信,1,14
1582007580,7,0,4500,电信,0,1
1582007640,3,0,0,小运营商,0,5
1582007640,3,0,2500,海外,1,6
1582007640,5,0,500,联通,1,130
1582007640,3,1,6000,电信,14,790
1582007640,3,1,6000,海外,0,2
1582007640,5,0,6000,移动,0,15
1582007640,5,1,500,移动,0,170
1582007640,3,0,500,移动,6,65
1582007640,5,0,2500,联通,3,552
1582007640,5,1,4500,海外,0,3
1582007640,5,1,500,电信,1,49
1582007640,3,0,4500,移动,7,171
1582007640,3,0,500,联通,6,56
1582007640,7,1,0,电信,0,2
1582007640,5,0,4500,电信,0,9
1582007640,3,1,6000,小运营商,1,22
1582007640,3,1,500,移动,10,639
1582007640,6,1,0,移动,0,1
1582007640,255,2,0,移动,0,3
1582007640,3,0,2500,联通,15,157
1582007640,5,1,500,联通,1,45
1582007640,3,0,4500,小运营商,1,24
1582007640,5,0,0,移动,1,8
1582007640,3,1,4500,移动,38,1777
1582007640,5,1,6000,小运营商,0,9
1582007640,3,1,2500,联通,30,953
1582007640,3,0,6000,海外,0,2
1582007640,5,0,6000,电信,0,17
1582007640,3,0,0,电信,3,238
1582007640,3,0,0,联通,1,77
1582007640,5,1,4500,联通,3,221
1582007640,5,1,500,小运营商,0,10
1582007640,3,1,500,未知,0,9
1582007640,3,1,6000,联通,6,360
1582007640,5,1,4500,电信,14,432
1582007640,3,1,2500,海外,0,74
1582007640,3,1,2500,移动,59,2262
1582007640,3,1,0,电信,0,1
1582007640,3,0,6000,电信,1,106
1582007640,5,1,500,海外,0,3
1582007640,5,0,4500,联通,0,28
1582007640,7,1,0,联通,0,1
1582007640,3,0,2500,电信,37,299
1582007640,5,1,2500,海外,1,15
1582007640,5,0,500,电信,0,19
1582007640,5,1,6000,移动,4,55
1582007640,5,1,2500,电信,9,417
1582007640,3,0,500,电信,7,97
1582007640,3,1,6000,移动,7,453
1582007640,3,0,4500,海外,0,7
1582007640,5,0,500,移动,0,26
1582007640,7,0,2500,电信,0,1
1582007640,3,1,4500,联通,9,1010
1582007640,5,1,4500,小运营商,0,27
1582007640,4,1,500,移动,1,1
1582007640,3,0,6000,小运营商,0,5
1582007640,5,1,6000,联通,1,49
1582007640,255,2,0,电信,0,2
1582007640,3,1,500,联通,3,195
1582007640,3,1,4500,电信,41,2422
1582007640,5,1,2500,联通,2,224
1582007640,3,0,0,移动,2,184
1582007640,255,2,0,联通,0,3
1582007640,5,1,0,联通,0,1
1582007640,3,0,500,小运营商,0,3
1582007640,3,1,2500,未知,0,11
1582007640,5,0,2500,移动,3,55
1582007640,3,1,500,海外,3,28
1582007640,3,0,2500,未知,0,3
1582007640,3,0,6000,联通,0,58
1582007640,5,1,6000,海外,0,3
1582007640,5,0,4500,移动,0,15
1582007640,5,0,2500,电信,6,57
1582007640,5,0,0,小运营商,0,3
1582007640,3,0,4500,联通,2,119
1582007640,3,0,6000,移动,4,78
1582007640,3,1,500,电信,5,348
1582007640,3,1,2500,小运营商,1,123
1582007640,3,1,4500,小运营商,1,131
1582007640,5,0,0,电信,1,23
1582007640,3,1,0,联通,0,1
1582007640,5,1,6000,电信,7,127
1582007640,3,1,4500,海外,1,33
1582007640,3,1,2500,电信,31,2114
1582007640,5,1,2500,小运营商,1,27
1582007640,5,0,0,联通,1,22
1582007640,5,0,6000,联通,0,24
1582007640,5,1,2500,移动,14,409
1582007640,3,1,500,小运营商,4,23
1582007640,3,0,2500,小运营商,0,13
1582007640,3,0,500,海外,0,9
1582007640,5,1,4500,移动,10,340
1582007640,3,0,2500,移动,21,235
1582007640,3,0,4500,电信,8,258
1582007700,3,1,500,小运营商,0,23
1582007700,3,1,4500,电信,41,2695
1582007700,5,0,0,小运营商,0,3
1582007700,3,1,2500,小运营商,3,137
1582007700,3,0,0,电信,2,247
1582007700,5,0,500,移动,0,31
