min,cdn,bitrate,p2p,device,isp,platform,gameid,value,cnt
1581771780,7,2500,1,C8,浙江华数/联通,pc_exe_template,3203,0,7
1581771960,7,4500,0,C6,湖北广电,pc_exe_template,3203,0,3
1581772320,7,4500,0,C2,广电网,pc_exe_template,3203,0,3
1581771240,7,500,0,C3,联通,pc_exe_template,3203,0,3
1581771780,3,500,0,C3,联通,pc_exe_template,3203,0,5
1581772320,7,4500,1,C1,广东广电/联通,pc_exe_template,3203,1,3
1581771480,5,2500,1,C1,广电网,pc_exe_template,3203,3,6
1581771480,7,4500,1,C8,黑龙江广电,pc_exe_template,3203,0,3
1581771720,7,0,0,C1,湖北广电,pc_exe_template,3203,1,6
1581771840,7,4500,1,C3,telekom.de,pc_exe_template,3203,2,2
1581771960,7,2500,1,C8,广电网,pc_exe_template,3203,0,3
1581772020,3,4500,1,C1,鹏博士,pc_exe_template,3203,0,2
1581772260,7,2500,1,C1,移动,pc_exe_template,3203,103,2514
1581772260,7,8000,1,C5,移动,pc_exe_template,3203,1,17
1581772440,3,4500,1,C1,电信,pc_exe_template,3203,0,1
1581771600,3,4500,0,C1,移动,pc_exe_template,3203,0,3
1581772020,5,8000,0,C6,移动,pc_exe_template,3203,0,6
1581772020,7,0,0,C2,湖北广电,pc_exe_template,3203,0,7
1581772080,5,4500,0,C8,移动,pc_exe_template,3203,0,2
1581771300,7,2500,1,C1,鹏博士/科技网,pc_exe_template,3203,0,3
1581771360,5,2500,0,C3,移动,pc_exe_template,3203,0,5
1581771840,7,0,0,C2,联通,pc_exe_template,3203,2,102
1581772140,7,8000,1,C1,移动,pc_exe_template,3203,4,216
1581772380,3,0,0,C2,联通,pc_exe_template,3203,1,23
1581772140,7,2500,0,C8,pccw.com,pc_exe_template,3203,0,3
1581772200,7,8000,1,C1,联通,pc_exe_template,3203,2,70
1581771660,3,4500,1,C8,联通,pc_exe_template,3203,0,7
1581772020,3,4500,1,C1,广电网,pc_exe_template,3203,0,3
1581772260,7,500,1,C1,tm.com.my,pc_exe_template,3203,3,3
1581772080,3,2500,0,C3,联通,pc_exe_template,3203,0,9
1581772140,3,4500,1,C1,东方有线/电信/联通/移动,pc_exe_template,3203,0,3
1581771420,7,2500,1,C8,电信,pc_exe_template,3203,0,100
1581771600,3,2500,1,C3,湖南有线/联通,pc_exe_template,3203,0,3
1581771960,3,2500,1,C8,电信,pc_exe_template,3203,0,1
1581772080,5,2500,1,C1,浙江华数/联通,pc_exe_template,3203,0,8
1581772260,5,4500,0,C2,联通,pc_exe_template,3203,0,9
1581772380,5,4500,0,C1,广东广电/联通,pc_exe_template,3203,1,3
1581771960,3,4500,0,C3,联通,pc_exe_template,3203,0,3
1581772080,3,-1,0,C2,移动,pc_exe_template,3203,0,1
1581772260,5,8000,0,C2,电信,pc_exe_template,3203,0,3
1581772320,7,2500,1,C5,*,pc_exe_template,3203,0,3
1581772380,7,500,0,C1,bite.lt,pc_exe_template,3203,0,3
1581772380,7,500,0,C1,电信,pc_exe_template,3203,0,12
1581771600,5,4500,1,C1,陕西广电/联通/电信,pc_exe_template,3203,0,3
1581771900,3,0,1,C5,移动,pc_exe_template,3203,0,3
1581772260,7,500,0,C2,鹏博士,pc_exe_template,3203,0,6
1581771240,7,8000,1,C6,联通,pc_exe_template,3203,0,3
1581771300,3,2500,1,C3,湖北广电,pc_exe_template,3203,0,3
1581771300,7,4500,0,C1,珠江宽频/联通,pc_exe_template,3203,0,3
1581771300,7,4500,1,C8,联通,pc_exe_template,3203,0,105
1581771360,3,500,1,C3,移动,pc_exe_template,3203,0,8
1581771360,7,8000,0,C3,移动,pc_exe_template,3203,0,2
1581771420,7,500,0,C6,湖北广电,pc_exe_template,3203,0,2
1581771660,7,4500,1,C1,广电网,pc_exe_template,3203,0,11
1581771780,7,500,0,C2,广电网,pc_exe_template,3203,1,4
1581772260,7,2500,1,C8,hgc.com.hk,pc_exe_template,3203,0,3
1581771780,5,2500,1,C1,科技网/鹏博士,pc_exe_template,3203,3,3
1581771780,7,4500,0,C1,联通,pc_exe_template,3203,0,9
1581771240,3,500,0,C2,移动,pc_exe_template,3203,0,17
1581772320,3,2500,1,C8,gigalinkhk.com,pc_exe_template,3203,0,3
1581771660,3,4500,1,C1,湖北广电,pc_exe_template,3203,3,6
1581771720,5,500,1,C1,联通,pc_exe_template,3203,0,34
1581772200,3,2500,0,C3,claro.com.pa,pc_exe_template,3203,0,1
1581772200,7,500,1,C8,联通,pc_exe_template,3203,0,39
1581771720,5,500,1,C1,电信,pc_exe_template,3203,0,49
1581771780,7,500,1,C8,鹏博士,pc_exe_template,3203,0,3
1581772140,7,2500,1,C5,广电网/联通,pc_exe_template,3203,0,3
1581772200,7,2500,1,C1,*,pc_exe_template,3203,0,25
1581772200,7,500,1,C8,电信,pc_exe_template,3203,0,57
1581772020,7,4500,0,C1,联通/电信/铁通,pc_exe_template,3203,0,3
1581771480,7,2500,1,C3,kt.com,pc_exe_template,3203,0,1
1581771480,7,500,0,C6,移动,pc_exe_template,3203,0,3
1581771600,7,4500,1,C3,浙江华数/联通,pc_exe_template,3203,0,9
1581772140,3,500,0,C7,电信,pc_exe_template,3203,0,3
1581771300,7,4500,1,C1,方正宽带/电信,pc_exe_template,3203,0,3
1581771600,3,8000,0,C7,移动,pc_exe_template,3203,0,6
1581771780,3,2500,0,C1,湖南有线/联通,pc_exe_template,3203,0,3
1581771780,7,2500,1,C1,广东广电/联通,pc_exe_template,3203,2,7
1581771840,3,4500,1,C1,方正宽带/电信,pc_exe_template,3203,0,3
1581771960,3,8000,1,C1,湖北广电,pc_exe_template,3203,0,4
1581771960,7,500,1,C1,鹏博士/电信,pc_exe_template,3203,0,3
1581771960,7,8000,0,C6,广电网,pc_exe_template,3203,0,6
1581772320,3,2500,1,C1,广东广电/联通,pc_exe_template,3203,0,5
1581772320,7,4500,0,C1,移动,pc_exe_template,3203,0,16
1581771720,7,2500,1,C1,m1.com.sg,pc_exe_template,3203,0,1
1581771720,7,2500,1,C1,方正宽带/电信,pc_exe_template,3203,0,3
1581772200,7,500,1,C5,移动,pc_exe_template,3203,0,6
1581772260,5,8000,1,C8,cloudinnovation.org,pc_exe_template,3203,0,3
1581771360,7,2500,0,C6,鹏博士/电信,pc_exe_template,3203,0,3
1581771480,7,2500,1,C1,广西广电/联通,pc_exe_template,3203,0,9
1581771540,3,8000,0,C7,电信,pc_exe_template,3203,0,12
1581772020,6,0,1,C5,移动,pc_exe_template,3203,0,1
1581772080,5,2500,1,C5,移动,pc_exe_template,3203,0,8
1581772260,7,4500,0,C1,电信,pc_exe_template,3203,4,20
1581771420,3,0,0,C2,电信,pc_exe_template,3203,1,53
1581771600,7,4500,1,C1,方正宽带/电信,pc_exe_template,3203,0,6
1581772020,7,0,0,C2,浙江华数/联通,pc_exe_template,3203,0,6
1581771720,3,4500,0,C6,移动,pc_exe_template,3203,0,7
1581772080,7,500,1,C1,移动,pc_exe_template,3203,24,489
1581771300,7,8000,0,C7,联通,pc_exe_template,3203,0,3
1581771540,7,2500,1,C3,方正宽带/电信,pc_exe_template,3203,0,3
1581771840,3,8000,0,C7,联通,pc_exe_template,3203,0,3
1581771960,7,2500,1,C1,天威视讯/联通,pc_exe_template,3203,0,7
1581771240,5,2500,1,C5,浙江华数/联通,pc_exe_template,3203,0,3
1581771240,7,500,0,C1,联通,pc_exe_template,3203,1,11
1581771660,7,4500,0,C8,湖北广电,pc_exe_template,3203,0,3
1581771660,7,500,1,C3,interlink.or.jp,pc_exe_template,3203,0,2
1581771780,3,500,0,C1,联通,pc_exe_template,3203,0,3
1581771840,7,4500,1,C5,联通,pc_exe_template,3203,0,3
1581772080,3,8000,1,C1,联通,pc_exe_template,3203,1,19
1581772080,7,2500,0,C2,移动/铁通,pc_exe_template,3203,0,3
1581771300,7,4500,0,C2,湖北广电,pc_exe_template,3203,0,3
1581771360,7,2500,0,C1,方正宽带/移动,pc_exe_template,3203,0,3
1581771420,5,4500,1,C3,电信,pc_exe_template,3203,4,85
1581771780,5,2500,1,C3,移动,pc_exe_template,3203,2,48
1581771900,5,500,0,C2,联通,pc_exe_template,3203,0,7
1581772380,7,0,1,C5,联通,pc_exe_template,3203,0,1
1581771420,5,8000,1,C3,电信,pc_exe_template,3203,0,3
1581771480,7,500,0,C1,移动,pc_exe_template,3203,1,23
1581771720,7,500,1,C8,广电网/联通,pc_exe_template,3203,0,3
1581771840,7,500,0,C1,truecorp.co.th,pc_exe_template,3203,0,1
1581772020,3,500,0,C1,移动,pc_exe_template,3203,0,3
1581771300,5,2500,1,C1,广电网,pc_exe_template,3203,3,6
1581771300,7,4500,1,C8,黑龙江广电,pc_exe_template,3203,0,3
1581771540,7,0,0,C1,湖北广电,pc_exe_template,3203,0,3
1581771780,7,2500,1,C8,广电网,pc_exe_template,3203,1,3
1581771840,3,4500,1,C1,鹏博士,pc_exe_template,3203,0,3
1581772080,7,2500,1,C1,移动,pc_exe_template,3203,82,2540
1581772080,7,8000,1,C5,移动,pc_exe_template,3203,2,8
1581772260,3,4500,1,C1,电信,pc_exe_template,3203,9,161
1581771300,5,500,1,C5,天威视讯/联通,pc_exe_template,3203,0,1
1581771600,3,8000,1,C5,浙江华数/联通,pc_exe_template,3203,0,3
1581771600,5,500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581771660,5,4500,1,C3,移动,pc_exe_template,3203,1,51
1581771660,7,2500,1,C3,联通,pc_exe_template,3203,9,127
1581771720,7,2500,0,C6,电信,pc_exe_template,3203,1,14
1581772200,3,2500,1,C3,联通,pc_exe_template,3203,1,32
1581772320,7,500,0,C6,联通,pc_exe_template,3203,0,5
1581771600,5,2500,0,C2,电信,pc_exe_template,3203,3,50
1581772080,7,500,1,C3,移动,pc_exe_template,3203,2,91
1581772140,5,2500,1,C1,联通/电信/铁通,pc_exe_template,3203,0,6
1581772200,5,500,0,C2,联通,pc_exe_template,3203,0,3
1581771600,7,2500,1,C1,鹏博士,pc_exe_template,3203,0,39
1581771720,7,4500,0,C6,联通,pc_exe_template,3203,0,39
1581772020,7,2500,1,C1,电信,pc_exe_template,3203,78,1979
1581772260,3,4500,0,C6,联通,pc_exe_template,3203,0,3
1581771420,3,-1,0,C2,移动,pc_exe_template,3203,0,2
1581771660,7,2500,0,C2,广西广电/联通,pc_exe_template,3203,0,3
1581771660,7,2500,1,C5,*,pc_exe_template,3203,0,6
1581771720,7,500,0,C1,电信,pc_exe_template,3203,0,9
1581772260,3,500,0,C1,电信,pc_exe_template,3203,0,3
1581772380,7,2500,1,C3,广东广电/联通,pc_exe_template,3203,0,3
1581771480,3,4500,1,C3,浙江华数/联通,pc_exe_template,3203,0,1
1581771480,3,500,0,C7,电信,pc_exe_template,3203,0,3
1581772080,5,2500,1,C3,鹏博士,pc_exe_template,3203,0,3
1581772080,5,4500,0,C2,电信,pc_exe_template,3203,1,23
1581772440,5,2500,0,C2,移动,pc_exe_template,3203,1,1
1581771240,7,8000,1,C8,联通,pc_exe_template,3203,0,15
1581771600,7,4500,0,C1,联通,pc_exe_template,3203,0,7
1581772140,3,2500,0,C3,移动,pc_exe_template,3203,0,6
1581771240,3,500,0,C5,联通,pc_exe_template,3203,0,3
1581771360,7,2500,1,C3,黑龙江广电,pc_exe_template,3203,0,3
1581771780,3,4500,1,C3,浙江华数/联通,pc_exe_template,3203,2,6
1581771960,5,500,0,C2,广电网,pc_exe_template,3203,1,2
1581772080,7,2500,1,C1,tm.com.my,pc_exe_template,3203,1,2
1581772380,5,2500,1,C3,鹏博士,pc_exe_template,3203,0,10
1581771900,7,2500,1,C1,鹏博士/科技网,pc_exe_template,3203,0,2
1581771960,5,2500,0,C3,移动,pc_exe_template,3203,0,4
1581771960,7,500,0,C8,fpt.vn,pc_exe_template,3203,1,3
1581771300,7,2500,1,C1,广东广电/联通,pc_exe_template,3203,1,6
1581771300,7,2500,1,C5,联通,pc_exe_template,3203,5,52
1581771480,3,8000,1,C1,湖北广电,pc_exe_template,3203,0,3
1581771480,7,500,1,C1,鹏博士/电信,pc_exe_template,3203,0,3
1581771480,7,8000,0,C6,广电网,pc_exe_template,3203,0,4
1581771840,3,2500,1,C5,联通,pc_exe_template,3203,0,3
1581771840,7,4500,0,C1,移动,pc_exe_template,3203,16,37
1581772020,7,500,0,C3,电信,pc_exe_template,3203,1,2
1581772380,5,2500,0,C1,联通,pc_exe_template,3203,20,495
1581771300,7,2500,1,C1,天威视讯/联通,pc_exe_template,3203,0,5
1581771360,5,4500,1,C1,广东广电/联通,pc_exe_template,3203,0,7
1581771660,7,500,1,C3,广电网/联通,pc_exe_template,3203,0,2
1581771900,5,2500,1,C1,科技网/鹏博士,pc_exe_template,3203,0,3
1581772080,5,500,1,C3,singtel.com,pc_exe_template,3203,0,2
1581771420,7,4500,1,C1,广电网/电信,pc_exe_template,3203,0,12
1581771600,6,0,1,C5,电信,pc_exe_template,3203,0,1
1581771600,7,8000,0,C6,浙江华数/联通,pc_exe_template,3203,0,7
1581771660,5,2500,1,C5,电信,pc_exe_template,3203,2,21
1581771720,7,2500,1,C3,鹏博士/科技网,pc_exe_template,3203,0,2
1581771780,7,2500,0,C1,鹏博士,pc_exe_template,3203,0,3
1581772080,3,500,0,C2,广电网/电信,pc_exe_template,3203,0,3
1581772200,3,0,0,C2,浙江华数/联通,pc_exe_template,3203,0,1
1581772200,7,2500,0,C1,电信,pc_exe_template,3203,0,31
1581772260,5,500,1,C1,广东广电/联通,pc_exe_template,3203,0,3
1581772320,5,2500,1,C1,fetnet.net,pc_exe_template,3203,0,3
1581772380,5,2500,1,C1,移动/铁通,pc_exe_template,3203,1,5
1581771240,5,8000,1,C1,联通,pc_exe_template,3203,0,13
1581771720,5,8000,1,C8,kbro.com.tw,pc_exe_template,3203,0,2
1581771720,7,8000,1,C8,联通,pc_exe_template,3203,0,18
1581772080,7,2500,0,C3,移动,pc_exe_template,3203,0,7
1581772080,7,8000,1,C1,广电网,pc_exe_template,3203,0,3
1581772260,5,500,1,C3,singtel.com,pc_exe_template,3203,0,1
1581771600,7,2500,0,C8,湖北广电,pc_exe_template,3203,0,3
1581771660,7,500,0,C8,移动,pc_exe_template,3203,0,3
1581771720,7,8000,1,C3,浙江华数/联通,pc_exe_template,3203,0,2
1581772080,7,500,1,C1,电信/联通,pc_exe_template,3203,1,3
1581772140,7,-1,0,C2,移动,pc_exe_template,3203,0,2
1581771420,7,8000,1,C1,方正宽带/电信,pc_exe_template,3203,0,3
1581771540,3,4500,0,C6,移动,pc_exe_template,3203,0,8
1581771540,7,2500,0,C2,湖南有线/联通,pc_exe_template,3203,0,1
1581771660,3,4500,0,C7,电信,pc_exe_template,3203,0,3
1581771840,7,2500,1,C1,湖北广电,pc_exe_template,3203,0,2
1581771900,7,500,1,C1,移动,pc_exe_template,3203,8,471
1581772380,3,2500,1,C1,湖北广电,pc_exe_template,3203,0,8
1581772440,3,500,1,C1,移动,pc_exe_template,3203,0,2
1581771360,7,2500,1,C1,电信,pc_exe_template,3203,59,1654
1581771360,7,8000,1,C5,电信,pc_exe_template,3203,0,15
1581771480,3,2500,1,C1,鹏博士,pc_exe_template,3203,0,7
1581771600,7,500,1,C1,digi.com.my,pc_exe_template,3203,0,2
1581771900,3,2500,1,C1,电信,pc_exe_template,3203,3,129
1581771900,7,8000,1,C3,广电网,pc_exe_template,3203,1,3
1581772320,3,2500,1,C5,电信,pc_exe_template,3203,0,10
1581771240,7,2500,0,C6,cloudinnovation.org,pc_exe_template,3203,0,3
1581771360,3,2500,0,C2,移动,pc_exe_template,3203,6,74
1581771480,7,500,1,C3,联通,pc_exe_template,3203,1,54
1581771540,3,4500,1,C1,联通/电信/铁通,pc_exe_template,3203,0,3
1581771540,7,500,0,C6,电信,pc_exe_template,3203,0,7
1581771600,7,4500,0,C2,浙江华数/联通,pc_exe_template,3203,1,2
1581771480,7,4500,1,C1,移动,pc_exe_template,3203,43,984
1581771600,7,500,0,C2,移动,pc_exe_template,3203,4,145
1581771660,7,500,1,C3,电信,pc_exe_template,3203,5,87
1581771660,7,8000,1,C1,鹏博士/电信,pc_exe_template,3203,0,3
1581771900,5,500,1,C3,digi.com.my,pc_exe_template,3203,1,4
1581772020,7,500,1,C8,*,pc_exe_template,3203,0,3
1581772080,3,2500,0,C2,湖北广电,pc_exe_template,3203,0,5
1581772140,3,500,0,C2,移动,pc_exe_template,3203,0,31
1581772140,7,4500,1,C1,kt.com,pc_exe_template,3203,0,1
1581771300,7,4500,0,C8,联通,pc_exe_template,3203,0,4
1581771360,3,500,0,C3,移动,pc_exe_template,3203,0,5
1581771840,3,0,0,C2,联通,pc_exe_template,3203,0,15
1581771840,5,4500,1,C1,广西广电/联通,pc_exe_template,3203,0,1
1581771900,7,4500,1,C5,移动,pc_exe_template,3203,0,6
1581772140,3,8000,1,C1,移动,pc_exe_template,3203,2,48
1581772320,7,4500,1,C8,广西广电/联通,pc_exe_template,3203,0,3
1581771300,3,2500,0,C1,电信,pc_exe_template,3203,0,3
1581771360,5,2500,1,C5,浙江华数/联通,pc_exe_template,3203,0,1
1581771600,7,2500,1,C3,鹏博士/电信,pc_exe_template,3203,0,1
1581771660,3,8000,1,C3,移动,pc_exe_template,3203,2,4
1581771780,7,4500,0,C8,湖北广电,pc_exe_template,3203,0,3
1581771780,7,500,1,C3,interlink.or.jp,pc_exe_template,3203,0,3
1581771900,3,500,0,C1,联通,pc_exe_template,3203,0,3
1581771540,7,4500,1,C1,联通,pc_exe_template,3203,20,528
1581771600,3,2500,0,C2,电信,pc_exe_template,3203,10,67
1581771600,7,2500,1,C1,联通/电信/铁通,pc_exe_template,3203,3,18
1581771960,7,0,0,C2,广电网/电信,pc_exe_template,3203,0,3
1581772020,5,2500,1,C3,湖北广电,pc_exe_template,3203,0,6
1581772080,3,4500,1,C1,联通,pc_exe_template,3203,3,69
1581772080,5,500,1,C3,移动,pc_exe_template,3203,0,16
1581772200,3,500,0,C2,联通,pc_exe_template,3203,0,9
1581772200,7,2500,0,C2,浙江华数/联通,pc_exe_template,3203,3,6
1581771360,7,8000,0,C6,珠江宽频/联通,pc_exe_template,3203,0,3
1581771780,7,4500,1,C8,广电网,pc_exe_template,3203,0,5
1581772320,3,4500,1,C8,广电网,pc_exe_template,3203,0,1
1581771240,7,2500,1,C1,鹏博士/科技网,pc_exe_template,3203,0,3
1581771300,7,500,0,C3,移动,pc_exe_template,3203,0,6
1581771780,7,0,0,C2,联通,pc_exe_template,3203,4,102
1581772080,7,8000,1,C1,移动,pc_exe_template,3203,2,205
1581772320,3,0,0,C2,联通,pc_exe_template,3203,2,25
1581772320,5,4500,1,C1,广西广电/联通,pc_exe_template,3203,0,1
1581772380,7,4500,1,C5,移动,pc_exe_template,3203,0,4
1581771360,7,2500,1,C1,*,pc_exe_template,3203,0,27
1581771360,7,2500,1,C1,smart.com.ph,pc_exe_template,3203,1,7
1581771360,7,500,1,C8,电信,pc_exe_template,3203,0,58
1581771480,7,2500,0,C1,广西广电/联通,pc_exe_template,3203,0,3
1581771600,5,4500,0,C2,电信,pc_exe_template,3203,0,21
1581771960,5,2500,0,C2,移动,pc_exe_template,3203,6,72
1581772020,5,500,1,C1,浙江华数/联通,pc_exe_template,3203,0,3
1581772140,5,4500,1,C1,联通/电信/铁通,pc_exe_template,3203,0,5
1581772140,7,2500,0,C6,电信,pc_exe_template,3203,0,14
1581771240,5,2500,1,C1,科技网/鹏博士,pc_exe_template,3203,2,6
1581772140,7,8000,0,C7,移动,pc_exe_template,3203,0,1
1581772200,5,8000,0,C6,联通,pc_exe_template,3203,0,9
1581772260,5,4500,0,C8,联通,pc_exe_template,3203,0,2
1581771600,5,8000,0,C2,电信,pc_exe_template,3203,1,3
1581771720,5,2500,0,C1,电信,pc_exe_template,3203,0,7
1581771960,3,4500,1,C8,广电网/电信,pc_exe_template,3203,0,2
1581772200,7,2500,0,C8,电信,pc_exe_template,3203,0,5
1581771540,7,2500,1,C3,鹏博士,pc_exe_template,3203,0,11
1581771780,5,2500,1,C1,tm.com.my,pc_exe_template,3203,0,3
1581771840,5,0,0,C1,联通,pc_exe_template,3203,0,13
1581771840,7,500,1,C1,*,pc_exe_template,3203,1,3
1581771960,7,2500,1,C3,电信,pc_exe_template,3203,12,371
1581772380,7,2500,1,C3,sktelecom.com,pc_exe_template,3203,0,2
1581772440,3,2500,0,C2,移动,pc_exe_template,3203,0,2
1581771420,7,4500,1,C3,鹏博士,pc_exe_template,3203,0,11
1581771540,5,500,1,C1,湖北广电,pc_exe_template,3203,0,3
1581771840,7,4500,1,C3,电信,pc_exe_template,3203,4,324
1581771960,3,4500,1,C3,鹏博士,pc_exe_template,3203,0,5
1581772200,7,2500,1,C3,移动,pc_exe_template,3203,11,421
1581772200,7,4500,1,C8,*,pc_exe_template,3203,0,2
1581772320,3,4500,0,C2,移动,pc_exe_template,3203,2,29
1581772320,5,2500,0,C2,联通,pc_exe_template,3203,5,37
1581772380,3,4500,1,C3,电信,pc_exe_template,3203,3,52
1581772440,7,500,0,C5,联通,pc_exe_template,3203,0,1
1581771240,7,500,0,C2,浙江华数/联通,pc_exe_template,3203,0,3
1581771600,3,4500,1,C8,联通,pc_exe_template,3203,0,8
1581771660,7,0,0,C1,电信,pc_exe_template,3203,0,3
1581771960,3,4500,1,C1,广电网,pc_exe_template,3203,0,3
1581771780,3,0,1,C5,电信,pc_exe_template,3203,0,1
1581772080,7,2500,0,C3,广东广电/联通,pc_exe_template,3203,2,3
1581772140,7,8000,0,C6,珠江宽频/联通,pc_exe_template,3203,0,3
1581772320,5,500,1,C1,湖南有线/联通,pc_exe_template,3203,0,3
1581772380,7,0,1,C5,浙江华数/联通,pc_exe_template,3203,0,1
1581771540,3,8000,1,C5,电信,pc_exe_template,3203,0,9
1581771660,5,2500,1,C3,湖南有线/联通,pc_exe_template,3203,0,3
1581771780,3,500,1,C1,digi.com.my,pc_exe_template,3203,0,3
1581772140,7,8000,1,C5,浙江华数/联通,pc_exe_template,3203,0,3
1581771360,7,4500,1,C6,电信,pc_exe_template,3203,0,3
1581771480,5,2500,1,C1,鹏博士/电信,pc_exe_template,3203,0,1
1581771480,7,8000,1,C8,移动,pc_exe_template,3203,0,33
1581771540,7,0,0,C2,广电网,pc_exe_template,3203,0,6
1581771960,7,2500,1,C8,鹏博士/电信,pc_exe_template,3203,0,2
1581772020,5,2500,0,C3,电信,pc_exe_template,3203,0,3
1581772380,7,8000,1,C1,鹏博士,pc_exe_template,3203,0,3
1581771300,3,4500,1,C3,鹏博士,pc_exe_template,3203,0,1
1581771540,7,2500,1,C3,移动,pc_exe_template,3203,9,323
1581771540,7,4500,0,C6,cloudinnovation.org,pc_exe_template,3203,0,2
1581771600,5,4500,0,C2,湖北广电,pc_exe_template,3203,1,3
1581771660,7,500,0,C2,联通,pc_exe_template,3203,3,82
1581771720,3,4500,1,C3,电信,pc_exe_template,3203,1,49
1581771720,7,8000,0,C6,方正宽带/电信,pc_exe_template,3203,0,4
1581771780,7,500,0,C5,联通,pc_exe_template,3203,1,3
1581771900,3,500,1,C8,湖北广电,pc_exe_template,3203,0,3
1581772020,7,4500,1,C3,starhub.com,pc_exe_template,3203,2,2
1581772080,3,2500,1,C3,移动,pc_exe_template,3203,1,36
1581772200,7,2500,1,C3,kt.com,pc_exe_template,3203,0,1
1581772200,7,500,0,C6,移动,pc_exe_template,3203,0,4
1581772320,7,4500,1,C3,浙江华数/联通,pc_exe_template,3203,0,2
1581771600,7,2500,1,C1,maxis.com.my,pc_exe_template,3203,1,3
1581771720,7,8000,0,C2,湖北广电,pc_exe_template,3203,0,3
1581771840,5,8000,1,C3,电信,pc_exe_template,3203,0,3
1581771840,7,2500,0,C1,湖北广电,pc_exe_template,3203,3,5
1581771900,7,500,0,C1,移动,pc_exe_template,3203,9,12
1581772140,7,500,1,C8,广电网/联通,pc_exe_template,3203,0,3
1581772440,3,500,0,C1,移动,pc_exe_template,3203,0,1
1581771600,3,4500,1,C3,湖北广电,pc_exe_template,3203,0,1
1581772020,5,0,1,C5,移动,pc_exe_template,3203,0,2
1581772200,5,8000,0,C3,联通,pc_exe_template,3203,0,5
1581772380,7,2500,0,C2,鹏博士,pc_exe_template,3203,0,3
1581771420,7,2500,0,C8,移动,pc_exe_template,3203,0,12
1581771480,3,8000,1,C3,联通,pc_exe_template,3203,1,3
1581771540,3,8000,0,C6,电信,pc_exe_template,3203,0,6
1581771720,3,8000,1,C1,pccw.com,pc_exe_template,3203,0,1
1581771840,7,2500,1,C1,电信/联通,pc_exe_template,3203,0,2
1581771960,7,4500,1,C1,广电网/电信,pc_exe_template,3203,0,9
1581772140,7,8000,0,C6,浙江华数/联通,pc_exe_template,3203,0,5
1581771480,7,4500,1,C8,cht.com.tw,pc_exe_template,3203,0,3
1581771540,5,2500,1,C1,鹏博士/联通,pc_exe_template,3203,0,1
1581771600,7,4500,0,C1,联通/电信/铁通,pc_exe_template,3203,0,1
1581772080,5,2500,0,C3,联通,pc_exe_template,3203,3,151
1581771420,7,500,0,C1,*,pc_exe_template,3203,0,3
1581771540,3,2500,1,C1,鹏博士/电信,pc_exe_template,3203,0,4
1581771540,7,2500,0,C3,电信,pc_exe_template,3203,1,7
1581772380,7,0,0,C2,移动,pc_exe_template,3203,3,58
1581771300,3,8000,1,C1,电信,pc_exe_template,3203,2,35
1581771360,7,2500,1,C3,广电网/电信,pc_exe_template,3203,0,1
1581771660,5,4500,1,C1,广东广电/联通,pc_exe_template,3203,0,3
1581771960,7,500,1,C3,广电网/联通,pc_exe_template,3203,0,3
1581772140,3,2500,1,C1,天威视讯/联通,pc_exe_template,3203,0,3
1581772140,7,4500,1,C8,广东广电/联通,pc_exe_template,3203,0,3
1581772200,5,2500,1,C1,科技网/鹏博士,pc_exe_template,3203,0,1
1581771480,5,8000,1,C1,移动,pc_exe_template,3203,1,24
1581771720,8,0,1,C5,联通,pc_exe_template,3203,0,1
1581771780,7,2500,1,C5,联通,pc_exe_template,3203,0,50
1581771840,7,4500,1,C6,电信,pc_exe_template,3203,1,3
1581771960,7,8000,1,C8,移动,pc_exe_template,3203,0,35
1581772020,7,0,0,C2,广电网,pc_exe_template,3203,0,6
1581772320,3,2500,1,C5,联通,pc_exe_template,3203,0,3
1581771420,5,4500,1,C1,电信,pc_exe_template,3203,4,168
1581771480,7,4500,1,C8,鹏博士,pc_exe_template,3203,0,15
1581771780,5,2500,1,C1,移动,pc_exe_template,3203,16,369
1581771780,5,8000,1,C5,移动,pc_exe_template,3203,0,8
1581771840,7,8000,1,C6,电信,pc_exe_template,3203,0,7
1581771900,7,4500,1,C8,电信,pc_exe_template,3203,0,365
1581772020,3,4500,1,C8,鹏博士,pc_exe_template,3203,0,6
1581772260,5,2500,1,C5,鹏博士/电信,pc_exe_template,3203,0,3
1581772260,7,2500,1,C8,移动,pc_exe_template,3203,2,114
1581771240,7,4500,1,C8,歌华有线/电信/铁通,pc_exe_template,3203,0,2
1581771300,3,500,1,C1,鹏博士,pc_exe_template,3203,0,1
1581771720,3,500,1,C1,电信,pc_exe_template,3203,0,35
1581771720,7,8000,0,C1,电信,pc_exe_template,3203,0,3
1581771840,3,2500,1,C3,湖南有线/联通,pc_exe_template,3203,0,1
1581772020,3,2500,0,C6,陕西广电/联通/电信,pc_exe_template,3203,0,1
1581772320,7,500,1,C1,浙江华数/联通,pc_exe_template,3203,0,2
1581772380,7,4500,1,C3,移动,pc_exe_template,3203,6,165
1581771540,5,8000,1,C1,电信,pc_exe_template,3203,0,29
1581771600,3,0,0,C2,移动,pc_exe_template,3203,0,82
1581771600,7,2500,1,C1,广西广电/联通,pc_exe_template,3203,0,10
1581771900,7,0,0,C2,陕西广电/联通/电信,pc_exe_template,3203,0,4
